site_name,latitude,longitude,county,river_basin,ecoregion,source_file,source_description,latitude_source,longitude_source,county_source,river_basin_source,ecoregion_source
Crow Creek: Discovery Lab,36.117039,-95.985216,Tulsa,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Salt Branch,36.327403,-95.305193,Mayes,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Skeleton Creek: E. Southgate Road,36.361655,-97.8006,Garfield,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Boggy Creek: S. 30th Street,36.390171,-97.836942,Garfield,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Mingo Creek: 61st,36.07567,-95.870893,Tulsa,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Hager Creek: E 91st St S,36.031944,-95.998055,Tulsa,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Baron Fork: Dean,35.908187,-94.528896,Adair,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Fourteenmile Creek,35.9591,-95.1825,Cherokee,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Hog Creek: SE 149th,35.319135,-97.249651,Cleveland,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Vensel Creek: 91st Street South,36.03197222,-95.93666667,Tulsa,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Walnut Creek: W Hefner Rd,35.5808,-97.6609,Oklahoma,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Polecat Creek: Taft Ave,35.988207,-96.082219,Creek,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Big Spring Trib of Bitter Creek: Big Spring Picni,35.93325,-98.44216667,Blaine,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Chouteau Creek: Bryant Rd,35.072835,-97.321311,Cleveland,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
North Fork Little River: S. Veterans Park,35.327185,-97.45899,Cleveland,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
West Captain Trib: Harrah Road,35.58083333,-97.15866667,Oklahoma,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
Wildhorse Creek,34.6091,-97.9229,Stephens,,,cleaned_updated_chemical_data.csv,Updated chemical data,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,cleaned_updated_chemical_data.csv,,
